"Institutional sectors";"Not Consolidated or Consolidated";"Balance sheets and transactions";"Periods";"Assets/Total (million euros)";"Assets/Monetary gold and special drawing rights/Total (million euros)";"Assets/Monetary gold and special drawing rights/Monetary gold (million euros)";"Assets/Monetary gold and special drawing rights/Special drawing rights (SDRs) (million euros)";"Assets/Currency and deposits/Total (million euros)";"Assets/Currency and deposits/Currency (million euros)";"Assets/Currency and deposits/Transferable deposits (million euros)";"Assets/Currency and deposits/Savings deposits and other deposits/Total (million euros)";"Assets/Currency and deposits/Savings deposits and other deposits/Savings deposits (million euros)";"Assets/Currency and deposits/Savings deposits and other deposits/Other deposits (million euros)";"Assets/Debt securities/Total (million euros)";"Assets/Debt securities/Short-term securities (million euros)";"Assets/Debt securities/Long-term securities (million euros)";"Assets/Loans/Total (million euros)";"Assets/Loans/Short-term loans (million euros)";"Assets/Loans/Long-term loans (million euros)";"Assets/Equity and investment fund shares/Total (million euros)";"Assets/Equity and investment fund shares/Equity/Total (million euros)";"Assets/Equity and investment fund shares/Equity/Listed shares (million euros)";"Assets/Equity and investment fund shares/Equity/Unlisted shares (million euros)";"Assets/Equity and investment fund shares/Equity/Other equity (million euros)";"Assets/Equity and investment fund shares/Investment fund shares or units/Total (million euros)";"Assets/Equity and investment fund shares/Investment fund shares or units/Money market fund (MMF) shares or units  (million euros)";"Assets/Equity and investment fund shares/Investment fund shares or units/Non-MMF investment fund shares/units (million euros)";"Assets/Insurance and pension schemes/Total (million euros)";"Assets/Insurance and pension schemes/Non-life insurance technical reserves (million euros)";"Assets/Insurance and pension schemes/Life insurance and annuity entitlements (million euros)";"Assets/Insurance and pension schemes/Pension entitlements and claims/Total (million euros)";"Assets/Insurance and pension schemes/Pension entitlements and claims/Pension entitlements (mln euro)";"Assets/Insurance and pension schemes/Pension entitlements and claims/Other claims/Total (mln euro)";"Assets/Insurance and pension schemes/Pension entitlements and claims/Other claims/Claims on pension managers (mln euro)";"Assets/Insurance and pension schemes/Pension entitlements and claims/Other claims/Rights on non-pension entitlements (mln euro)";"Assets/Insurance and pension schemes/Provisions for calls under guarantees (million euros)";"Assets/Fin. derivatives, employee stock options/Total (million euros)";"Assets/Fin. derivatives, employee stock options/Financial derivatives/Total (million euros)";"Assets/Fin. derivatives, employee stock options/Financial derivatives/Options (million euros)";"Assets/Fin. derivatives, employee stock options/Financial derivatives/Forwards (million euros)";"Assets/Fin. derivatives, employee stock options/Employee stock options (million euros)";"Assets/Other accounts receivable/payable/Total (million euros)";"Assets/Other accounts receivable/payable/Trade credits and advances (million euros)";"Assets/Other accounts receivable/payable/Other receivable/payable (million euros)";"Liabilities/Totaal (million euros)";"Liabilities/Monetary gold and special drawing rights/Total (million euros)";"Liabilities/Monetary gold and special drawing rights/Monetary gold (million euros)";"Liabilities/Monetary gold and special drawing rights/Special drawing rights (SDRs) (million euros)";"Liabilities/Currency and deposits/Total (million euros)";"Liabilities/Currency and deposits/Currency (million euros)";"Liabilities/Currency and deposits/Transferable deposits (million euros)";"Liabilities/Currency and deposits/Savings deposits and other deposits/Total (million euros)";"Liabilities/Currency and deposits/Savings deposits and other deposits/Savings deposits (million euros)";"Liabilities/Currency and deposits/Savings deposits and other deposits/Other deposits (million euros)";"Liabilities/Debt securities/Total (million euros)";"Liabilities/Debt securities/Short-term securities (million euros)";"Liabilities/Debt securities/Long-term securities (million euros)";"Liabilities/Loans/Total (million euros)";"Liabilities/Loans/Short-term loans (million euros)";"Liabilities/Loans/Long-term loans (million euros)";"Liabilities/Equity and investment fund shares/Total (million euros)";"Liabilities/Equity and investment fund shares/Equity/Total (million euros)";"Liabilities/Equity and investment fund shares/Equity/Listed shares (million euros)";"Liabilities/Equity and investment fund shares/Equity/Unlisted shares (million euros)";"Liabilities/Equity and investment fund shares/Equity/Other equity (million euros)";"Liabilities/Equity and investment fund shares/Investment fund shares or units/Total (million euros)";"Liabilities/Equity and investment fund shares/Investment fund shares or units/Money market fund (MMF) shares or units (million euros)";"Liabilities/Equity and investment fund shares/Investment fund shares or units/Non-MMF investment fund shares/units (million euros)";"Liabilities/Insurance, pension and guarantee schemes/Total (million euros)";"Liabilities/Insurance, pension and guarantee schemes/Non-life insurance technical reserves (million euros)";"Liabilities/Insurance, pension and guarantee schemes/Life insurance and annuity entitlements  (million euros)";"Liabilities/Insurance, pension and guarantee schemes/Pension entitlements and claims/Total (million euros)";"Liabilities/Insurance, pension and guarantee schemes/Pension entitlements and claims/Pension entitlements (mln euro)";"Liabilities/Insurance, pension and guarantee schemes/Pension entitlements and claims/Other claims/Total (mln euro)";"Liabilities/Insurance, pension and guarantee schemes/Pension entitlements and claims/Other claims/Claims on pension managers (mln euro)";"Liabilities/Insurance, pension and guarantee schemes/Pension entitlements and claims/Other claims/Rights on non-pension entitlements (mln euro)";"Liabilities/Insurance, pension and guarantee schemes/Provisions for calls under guarantees (million euros)";"Liabilities/Fin. derivatives, employee stock options/Total (million euros)";"Liabilities/Fin. derivatives, employee stock options/Financial derivatives/Total (million euros)";"Liabilities/Fin. derivatives, employee stock options/Financial derivatives/Options (million euros)";"Liabilities/Fin. derivatives, employee stock options/Financial derivatives/Forwards (million euros)";"Liabilities/Fin. derivatives, employee stock options/Employee stock (million euros)";"Liabilities/Other accounts receivable/payable/Total (million euros)";"Liabilities/Other accounts receivable/payable/Trade credits and advances (million euros)";"Liabilities/Other accounts receivable/payable/Other receivable/payable (million euros)";"Net worth (million euros)"
"Total domestic sectors";"Not consolidated";"Financial transactions";"2022";590896;101;0;101;147200;2631;37526;107043;23391;83652;-34545;-14310;-20235;151947;133369;18578;-233857;-62333;-47559;-33814;19040;-171524;-18;-171506;23749;189;-4070;27610;30472;-2862;134;-2996;20;483568;483492;440449;43043;76;52733;23563;29170;416351;77;;77;10226;1518;46728;-38020;22102;-60122;51255;36517;14738;55288;25631;29657;-208070;-44633;-23177;49794;-71250;-163437;-1490;-161947;23526;302;-4070;27274;30136;-2862;134;-2996;20;432423;432347;432347;;76;51626;20899;30727;174545
"Total domestic sectors";"Not consolidated";"Financial transactions";"2023";-32271;607;0;607;-118627;3009;-154398;32762;32443;319;27596;3479;24117;13438;19188;-5750;-296428;-314410;-46892;-273295;5777;17982;27646;-9664;25077;2033;-4103;27112;26962;150;150;0;35;303494;303416;313996;-10580;78;12572;-199;12771;-122714;39;;39;-119663;-930;-166075;47342;27441;19901;-6238;-3056;-3182;-43113;-40412;-2701;-309206;-301471;-55538;-269099;23166;-7735;-526;-7209;24961;2298;-4103;26731;26581;150;150;0;35;319177;319099;319099;;78;11329;-3552;14881;90443
"Total domestic sectors";"Not consolidated";"Financial transactions";"2024";509019;-575;0;-575;66621;5334;20350;40937;32207;8730;88146;5640;82506;67535;-18217;85752;-79923;-32202;-9751;-33935;11484;-47721;-26467;-21254;28056;624;-4585;31977;31526;451;451;0;40;328535;328532;312695;15837;3;10624;6321;4303;434281;-5;;-5;46394;2517;5707;38170;28497;9673;18574;2149;16425;21231;-37595;58826;-986;8062;-18986;44551;-17503;-9048;605;-9653;27568;369;-4585;31744;31293;451;451;0;40;311398;311395;311395;;3;10107;9159;948;74738
"Total domestic sectors";"Not consolidated";"Financial transactions";"2025*";872328;124;0;124;163095;6536;-4352;160911;39293;121618;26980;-6261;33241;170332;66491;103841;-51335;353;-48888;38227;11014;-51688;1856;-53544;31377;1312;-4396;34441;34232;209;209;0;20;512422;512421;503931;8490;1;19333;2179;17154;796555;-7;;-7;123276;1714;-23851;145413;34783;110630;85882;1064;84818;110283;51282;59001;-78183;-30791;-12599;-22791;4599;-47392;1232;-48624;31027;1359;-4396;34044;33835;209;209;0;20;494235;494234;494234;;1;30042;3936;26106;75773
"Total domestic sectors";"Not consolidated";"Financial transactions";"2026 1st quarter*";550446;-40;0;-40;92849;1160;39126;52563;8512;44051;65089;21632;43457;40870;39608;1262;31491;23967;-17897;40119;1745;7524;8828;-1304;124114;1872;-830;123067;123023;44;44;0;5;143352;143354;145285;-1931;-2;52721;3714;49007;524443;-7;;-7;90931;-1372;59895;32408;7790;24618;38995;29011;9984;38420;24477;13943;52414;50766;23916;28617;-1767;1648;275;1373;124172;2002;-830;122995;122951;44;44;0;5;137521;137523;137523;;-2;41997;208;41789;26003
"Total domestic sectors";"Not consolidated";"Financial transactions";"2026 2nd quarter*";80112;117;0;117;15810;2040;-16363;30133;13050;17083;4908;14909;-10001;22986;44896;-21910;-31208;-20036;-29589;1945;7608;-11172;-508;-10664;11853;-102;-1308;13258;13214;44;44;0;5;65193;65195;61716;3479;-2;-9547;7695;-17242;72206;3;;3;8890;854;-22055;30091;12942;17149;15584;8397;7187;-27629;-904;-26725;-1280;1547;-1483;24;3006;-2827;-12;-2815;11769;-84;-1308;13156;13112;44;44;0;5;54711;54713;54713;;-2;10158;6564;3594;7906
"Total domestic sectors";"Not consolidated";"Other changes";"2015";194893;128;-237;365;24941;0;6740;18201;7;18194;-12209;1066;-13275;87837;38888;48949;169494;135178;46482;86147;2549;34316;-3598;37914;64200;-1377;4602;60975;65490;-4515;-4515;0;0;-140655;-140620;-12660;-127960;-35;1157;156;1001;183668;389;;389;28697;0;13659;15038;7;15031;16326;4902;11424;64663;30106;34557;113363;100080;15780;69174;15126;13283;0;13283;64104;1223;1835;61046;65561;-4515;-4515;0;0;-106189;-106154;-17815;-88339;-35;2315;166;2149;11225
"Total domestic sectors";"Not consolidated";"Other changes";"2016";449120;2455;2449;6;705;0;-41375;42080;-690;42770;27691;101;27590;59433;20081;39352;228914;163348;54120;102141;7087;65566;-8954;74520;118428;1029;7689;109710;109207;503;503;0;0;11288;11270;-5962;17232;18;206;6;200;407820;9;;9;2254;0;-41779;44033;-740;44773;12671;238;12433;54554;8349;46205;234362;182603;90047;45914;46642;51759;0;51759;118286;861;7689;109736;109233;503;503;0;0;-14059;-14077;-5999;-8078;18;-257;-28;-229;41300
"Total domestic sectors";"Not consolidated";"Other changes";"2017";-256485;-751;-357;-394;-28000;0;-7625;-20375;-269;-20106;-38067;-2239;-35828;-137559;-57840;-79719;82559;45741;56401;-13799;3139;36818;-500;37318;-32993;-272;-1729;-30992;-34301;3309;3309;0;0;-99993;-99983;-16384;-83599;-10;-1681;-286;-1395;-208582;-421;;-421;-37140;0;-18265;-18875;-24;-18851;-85221;-7301;-77920;-83338;-48167;-35171;157527;128243;98896;62586;-33239;29284;0;29284;-33929;-744;-1707;-31478;-34787;3309;3309;0;0;-123259;-123249;-15920;-107329;-10;-2801;-281;-2520;-47903
"Total domestic sectors";"Not consolidated";"Other changes";"2018";71799;882;764;118;7594;0;1472;6122;33;6089;-7070;439;-7509;33118;13803;19315;99175;117888;-58711;172037;4562;-18713;496;-19209;20661;212;-5179;25628;28180;-2552;-2552;0;0;-82160;-82169;-19399;-62770;9;-401;93;-494;29511;133;;133;10921;0;5166;5755;17;5738;-17729;2709;-20438;36125;18356;17769;54078;80010;-111591;107151;84450;-25932;0;-25932;20859;196;-5137;25800;28352;-2552;-2552;0;0;-75268;-75277;-20817;-54460;9;392;32;360;42288
"Total domestic sectors";"Not consolidated";"Other changes";"2019";998568;4768;4664;104;3893;0;-225;4118;59;4059;43115;-673;43788;27382;8876;18506;605245;448448;159255;276356;12837;156797;-5369;162166;235075;1076;18675;215324;215055;269;269;0;0;77559;77578;-62222;139800;-19;1531;213;1318;883327;89;;89;6562;0;3518;3044;7;3037;67165;1701;65464;11643;7536;4107;531306;397062;272761;81242;43059;134244;-2192;136436;234327;1079;18546;214702;214433;269;269;0;0;31670;31689;-65097;96786;-19;565;269;296;115241
"Total domestic sectors";"Not consolidated";"Other changes";"2020";88204;3189;3444;-255;-17733;0;-5313;-12420;-150;-12270;17322;-114;17436;-68282;-24865;-43417;-56960;-80620;55482;-145724;9622;23660;-1020;24680;182058;641;713;180704;182145;-1441;-1441;0;0;30914;31000;-60621;91621;-86;-2304;0;-2304;-19570;-268;;-268;-20774;0;-11560;-9214;-8;-9206;8382;-4206;12588;-44059;-23288;-20771;-104919;-124107;31930;-175250;19213;19188;0;19188;181099;116;638;180345;181786;-1441;-1441;0;0;-37599;-37513;-61208;23695;-86;-1432;-193;-1239;107774
"Total domestic sectors";"Not consolidated";"Other changes";"2021";465909;2041;1515;526;16333;0;4903;11430;114;11316;-37557;326;-37883;145460;37662;107798;620982;395335;165760;202816;26759;225647;1176;224471;-117921;-396;-2212;-115313;-120297;4984;4984;0;0;-165636;-165649;-48869;-116780;13;2207;87;2120;628217;549;;549;20647;0;12089;8558;20;8538;-9128;4452;-13580;124737;33990;90747;700138;538248;171538;351344;15366;161890;0;161890;-117249;-400;-2176;-114673;-119657;4984;4984;0;0;-92373;-92386;-42872;-49514;13;896;-3;899;-162308
"Total domestic sectors";"Not consolidated";"Other changes";"2022";-1085902;2095;1902;193;10098;0;3338;6760;274;6486;-239054;122;-239176;38997;15217;23780;-211252;-103560;-99911;29875;-33524;-107692;786;-108478;-439215;-1268;-18095;-419852;-418580;-1272;-1272;0;0;-250608;-250599;-411605;161006;-9;3037;145;2892;-819904;190;;190;10499;0;6195;4304;-14;4318;-221467;1675;-223142;26907;13337;13570;-121898;-5176;-311132;267943;38013;-116722;-5;-116717;-437485;-1412;-17868;-418205;-416933;-1272;-1272;0;0;-78714;-78705;-405109;326404;-9;2064;-45;2109;-265998
"Total domestic sectors";"Not consolidated";"Other changes";"2023";-56802;2677;3186;-509;-7964;0;-2829;-5135;-163;-4972;41767;656;41111;-44880;3326;-48206;261758;220688;84974;123247;12467;41070;835;40235;116393;332;5246;110815;111702;-887;-887;0;0;-427985;-427978;-301998;-125980;-7;1432;-100;1532;20391;-482;;-482;-8319;0;-5363;-2956;-15;-2941;63073;705;62368;-38923;6475;-45398;342740;303060;211255;91597;208;39680;22;39658;116449;136;5246;111067;111954;-887;-887;0;0;-454581;-454574;-305170;-149404;-7;434;-610;1044;-77193
"Total domestic sectors";"Not consolidated";"Other changes";"2024";202188;13187;12667;520;9914;0;1538;8376;67;8309;-422;-510;88;31257;25108;6149;413197;301207;143429;140370;17408;111990;3896;108094;78782;177;4699;73906;75507;-1601;-1601;0;0;-344386;-344452;-304909;-39543;66;659;-18;677;117531;496;;496;17556;0;10906;6650;45;6605;34431;11281;23150;13100;4375;8725;309213;224997;33879;163986;27132;84216;20;84196;78855;74;4637;74144;75745;-1601;-1601;0;0;-337320;-337386;-304998;-32388;66;1200;-81;1281;84657
"Total domestic sectors";"Not consolidated";"Other changes";"2025*";-762071;21586;22803;-1217;-31706;0;-6612;-25094;-105;-24989;-48204;90;-48294;-63789;-28714;-35075;71668;72550;63515;-5597;14632;-882;-1405;523;-216105;-441;398;-216062;-216445;383;383;0;0;-497392;-497382;-470044;-27338;-10;1871;-89;1960;-519562;-1188;;-1188;-36024;0;-21255;-14769;-105;-14664;-45468;-5786;-39682;-36354;-11392;-24962;246841;236477;200979;29029;6469;10364;0;10364;-215418;-684;392;-215126;-215509;383;383;0;0;-432550;-432540;-467940;35400;-10;599;18;581;-242509
"Total domestic sectors";"Not consolidated";"Other changes";"2026 1st quarter*";-111199;6615;6390;225;3317;0;-62;3379;14;3365;-10836;-12;-10824;6455;2267;4188;-36986;-38885;-34221;-12078;7414;1899;921;978;20989;67;-823;21745;22480;-735;-735;0;0;-100929;-100948;-104983;4035;19;176;-7;183;-60776;217;;217;5126;0;2424;2702;14;2688;-16436;1562;-17998;1807;-1186;2993;35486;35471;-18855;43260;11066;15;-16;31;20954;50;-811;21715;22450;-735;-735;0;0;-108322;-108341;-104718;-3623;19;392;30;362;-50423
"Total domestic sectors";"Not consolidated";"Other changes";"2026 2nd quarter*";233045;-8903;-9018;115;1911;0;127;1784;10;1774;20129;275;19854;1805;4513;-2708;271625;201891;95278;111381;-4768;69734;-99;69833;47738;76;3662;44000;42966;1034;1034;0;0;-101372;-101391;-48746;-52645;19;112;8;104;473654;110;;110;2614;0;1417;1197;10;1187;35355;1469;33886;-623;554;-1177;482094;419954;422686;5416;-8148;62140;5;62135;47631;40;3609;43982;42948;1034;1034;0;0;-93789;-93808;-41873;-51935;19;262;13;249;-240609
"Total domestic sectors";"Not consolidated";"Price changes and revaluations";"2015";190064;128;-237;365;24953;0;6740;18213;7;18206;-12485;1162;-13647;89833;39327;50506;162800;128484;46482;79378;2624;34316;-3598;37914;64247;-1377;3960;61664;63340;-1676;-1676;0;0;-140655;-140620;-12660;-127960;-35;1243;162;1081;180493;389;;389;28697;0;13659;15038;7;15031;15593;4946;10647;67125;31002;36123;108415;91091;15780;60185;15126;17324;0;17324;64151;-1515;3931;61735;63411;-1676;-1676;0;0;-106189;-106154;-17815;-88339;-35;2312;172;2140;9571
"Total domestic sectors";"Not consolidated";"Price changes and revaluations";"2016";408482;2455;2449;6;-138;0;913;-1051;61;-1112;28135;358;27777;23660;20198;3462;228998;163432;54120;102111;7201;65566;-8954;74520;114034;1029;7689;105316;104813;503;503;0;0;11288;11270;-5962;17232;18;50;7;43;366015;9;;9;1391;0;798;593;11;582;13146;243;12903;17639;8466;9173;234330;182571;90047;45882;46642;51759;0;51759;113892;861;7689;105342;104839;503;503;0;0;-14059;-14077;-5999;-8078;18;-333;-27;-306;42467
"Total domestic sectors";"Not consolidated";"Price changes and revaluations";"2017";-233739;-751;-357;-394;-28000;0;-7625;-20375;-269;-20106;-38240;-2262;-35978;-114581;-55405;-59176;84539;47721;56401;-11819;3139;36818;-500;37318;-34837;-272;-1729;-32836;-36145;3309;3309;0;0;-99993;-99983;-16384;-83599;-10;-1876;-282;-1594;-184247;-421;;-421;-37140;0;-18265;-18875;-24;-18851;-63331;-7301;-56030;-80980;-42675;-38305;158751;129467;98896;63810;-33239;29284;0;29284;-34961;-744;-1707;-32510;-35819;3309;3309;0;0;-123259;-123249;-15920;-107329;-10;-2906;-277;-2629;-49492
"Total domestic sectors";"Not consolidated";"Price changes and revaluations";"2018";80994;882;764;118;7833;0;1348;6485;33;6452;-8190;562;-8752;37640;17318;20322;98151;114914;-59166;169508;4572;-16763;489;-17252;26610;212;-5179;31577;34129;-2552;-2552;0;0;-82264;-82273;-19410;-62863;9;332;93;239;39884;133;;133;10914;0;5166;5748;17;5731;-17833;2709;-20542;41518;21165;20353;53071;78927;-111591;106068;84450;-25856;0;-25856;26820;196;-5137;31761;34313;-2552;-2552;0;0;-75291;-75300;-20840;-54460;9;552;32;520;41110
"Total domestic sectors";"Not consolidated";"Price changes and revaluations";"2019";1022841;4768;4664;104;5162;0;1083;4079;59;4020;42958;-820;43778;28226;8971;19255;624266;467469;159255;295377;12837;156797;-3614;160411;238270;1076;18675;218519;218250;269;269;0;0;77559;77578;-62222;139800;-19;1632;213;1419;903484;89;;89;6562;0;3518;3044;7;3037;67165;1701;65464;15632;7965;7667;544191;410153;263900;103194;43059;134038;0;134038;237518;1079;18546;217893;217624;269;269;0;0;31670;31689;-65097;96786;-19;657;269;388;119357
"Total domestic sectors";"Not consolidated";"Price changes and revaluations";"2020";102420;3189;3444;-255;-19363;0;-5372;-13991;-150;-13841;17329;-106;17435;-71147;-28450;-42697;-73076;-96689;55482;-161793;9622;23613;-1020;24633;216497;680;713;215104;216545;-1441;-1441;0;0;31056;31142;-60479;91621;-86;-2065;0;-2065;-9842;-268;;-268;-20774;0;-11560;-9214;-8;-9206;-13292;-4206;-9086;-43124;-22899;-20225;-109109;-128297;31930;-184040;23813;19188;0;19188;215507;124;638;214745;216186;-1441;-1441;0;0;-37599;-37513;-61208;23695;-86;-1183;-193;-990;112262
"Total domestic sectors";"Not consolidated";"Price changes and revaluations";"2021";418696;2041;1515;526;16333;0;4903;11430;114;11316;-37530;347;-37877;46510;17118;29392;672884;447232;165789;273680;7763;225652;1181;224471;-117921;-396;-2212;-115313;-120297;4984;4984;0;0;-165636;-165649;-48869;-116780;13;2015;87;1928;578204;549;;549;20647;0;12089;8558;20;8538;-9138;4452;-13590;25729;13449;12280;749335;587445;317957;257053;12435;161890;0;161890;-117249;-400;-2176;-114673;-119657;4984;4984;0;0;-92373;-92386;-42872;-49514;13;704;-3;707;-159508
"Total domestic sectors";"Not consolidated";"Price changes and revaluations";"2022";-1104815;2095;1902;193;10098;0;3338;6760;274;6486;-238974;142;-239116;38611;15353;23258;-218389;-110536;-101463;24496;-33569;-107853;625;-108478;-450715;-1268;-18095;-431352;-430080;-1272;-1272;0;0;-250608;-250599;-411605;161006;-9;3067;146;2921;-837931;190;;190;10499;0;6195;4304;-14;4318;-221461;1675;-223136;26505;13473;13032;-128062;-11340;-311200;261847;38013;-116722;-5;-116717;-448985;-1412;-17868;-429705;-428433;-1272;-1272;0;0;-78714;-78705;-405109;326404;-9;2097;-41;2138;-266884
"Total domestic sectors";"Not consolidated";"Price changes and revaluations";"2023";-54324;2677;3186;-509;-7634;0;-2709;-4925;-163;-4762;42074;728;41346;-19390;-11547;-7843;239953;197576;84831;100310;12435;42377;237;42140;116393;332;5246;110815;111702;-887;-887;0;0;-427959;-427952;-301998;-125954;-7;-438;-90;-348;8202;-482;;-482;-8319;0;-5363;-2956;-15;-2941;63073;705;62368;-15915;-7255;-8660;309316;269636;211255;58173;208;39680;22;39658;116449;136;5246;111067;111954;-887;-887;0;0;-454581;-454574;-305170;-149404;-7;-1339;-542;-797;-62526
"Total domestic sectors";"Not consolidated";"Price changes and revaluations";"2024";220660;13187;12667;520;11753;0;3466;8287;67;8220;155;1758;-1603;28802;15698;13104;431939;319632;168822;137480;13330;112307;3882;108425;78782;177;4699;73906;75507;-1601;-1601;0;0;-344386;-344452;-304909;-39543;66;428;-18;446;141553;496;;496;17556;0;10906;6650;45;6605;45251;11281;33970;13125;4473;8652;322629;238413;29726;181555;27132;84216;20;84196;78855;74;4637;74144;75745;-1601;-1601;0;0;-337320;-337386;-304998;-32388;66;961;-91;1052;79107
"Total domestic sectors";"Not consolidated";"Price changes and revaluations";"2025*";-765700;21586;22803;-1217;-24400;0;-6612;-17788;-105;-17683;-48026;127;-48153;-70931;-35884;-35047;69788;70501;63705;-7574;14370;-713;-1363;650;-216105;-441;398;-216062;-216445;383;383;0;0;-497392;-497382;-470044;-27338;-10;-220;-89;-131;-522154;-1188;;-1188;-36024;0;-21255;-14769;-105;-14664;-45467;-5786;-39681;-36227;-11312;-24915;246212;235848;200943;28436;6469;10364;0;10364;-215418;-684;392;-215126;-215509;383;383;0;0;-432550;-432540;-467940;35400;-10;-1492;18;-1510;-243546
"Total domestic sectors";"Not consolidated";"Price changes and revaluations";"2026 1st quarter*";-106994;6615;6390;225;4447;0;1068;3379;14;3365;-10798;-12;-10786;9271;5026;4245;-36765;-38742;-34197;-11944;7399;1977;922;1055;20989;67;-823;21745;22480;-735;-735;0;0;-100929;-100948;-104983;4035;19;176;-7;183;-56707;217;;217;6256;0;3554;2702;14;2688;-16436;1562;-17998;4610;1573;3037;35622;35607;-18853;43394;11066;15;-16;31;20954;50;-811;21715;22450;-735;-735;0;0;-108322;-108341;-104718;-3623;19;392;30;362;-50287
"Total domestic sectors";"Not consolidated";"Price changes and revaluations";"2026 2nd quarter*";222322;-8903;-9018;115;2128;0;344;1784;10;1774;20108;275;19833;6362;3049;3313;256149;186357;95203;95913;-4759;69792;-103;69895;47738;76;3662;44000;42966;1034;1034;0;0;-101372;-101391;-48746;-52645;19;112;8;104;462894;110;;110;2831;0;1634;1197;10;1187;35355;1469;33886;3927;779;3148;466567;404427;422686;-10111;-8148;62140;5;62135;47631;40;3609;43982;42948;1034;1034;0;0;-93789;-93808;-41873;-51935;19;262;13;249;-240572
"Total domestic sectors";"Not consolidated";"Other volume changes";"2015";4829;0;0;0;-12;0;0;-12;0;-12;276;-96;372;-1996;-439;-1557;6694;6694;0;6769;-75;0;0;0;-47;0;642;-689;2150;-2839;-2839;0;0;0;0;0;0;0;-86;-6;-80;3175;0;;0;0;0;0;0;0;0;733;-44;777;-2462;-896;-1566;4948;8989;0;8989;0;-4041;0;-4041;-47;2738;-2096;-689;2150;-2839;-2839;0;0;0;0;0;0;0;3;-6;9;1654
"Total domestic sectors";"Not consolidated";"Other volume changes";"2016";40638;0;0;0;843;0;-42288;43131;-751;43882;-444;-257;-187;35773;-117;35890;-84;-84;0;30;-114;0;0;0;4394;0;0;4394;4394;0;0;0;0;0;0;0;0;0;156;-1;157;41805;0;;0;863;0;-42577;43440;-751;44191;-475;-5;-470;36915;-117;37032;32;32;0;32;0;0;0;0;4394;0;0;4394;4394;0;0;0;0;0;0;0;0;0;76;-1;77;-1167
"Total domestic sectors";"Not consolidated";"Other volume changes";"2017";-22746;0;0;0;0;0;0;0;0;0;173;23;150;-22978;-2435;-20543;-1980;-1980;0;-1980;0;0;0;0;1844;0;0;1844;1844;0;0;0;0;0;0;0;0;0;195;-4;199;-24335;0;;0;0;0;0;0;0;0;-21890;0;-21890;-2358;-5492;3134;-1224;-1224;0;-1224;0;0;0;0;1032;0;0;1032;1032;0;0;0;0;0;0;0;0;0;105;-4;109;1589
"Total domestic sectors";"Not consolidated";"Other volume changes";"2018";-9195;0;0;0;-239;0;124;-363;0;-363;1120;-123;1243;-4522;-3515;-1007;1024;2974;455;2529;-10;-1950;7;-1957;-5949;0;0;-5949;-5949;0;0;0;0;104;104;11;93;0;-733;0;-733;-10373;0;;0;7;0;0;7;0;7;104;0;104;-5393;-2809;-2584;1007;1083;0;1083;0;-76;0;-76;-5961;0;0;-5961;-5961;0;0;0;0;23;23;23;0;0;-160;0;-160;1178
"Total domestic sectors";"Not consolidated";"Other volume changes";"2019";-24273;0;0;0;-1269;0;-1308;39;0;39;157;147;10;-844;-95;-749;-19021;-19021;0;-19021;0;0;-1755;1755;-3195;0;0;-3195;-3195;0;0;0;0;0;0;0;0;0;-101;0;-101;-20157;0;;0;0;0;0;0;0;0;0;0;0;-3989;-429;-3560;-12885;-13091;8861;-21952;0;206;-2192;2398;-3191;0;0;-3191;-3191;0;0;0;0;0;0;0;0;0;-92;0;-92;-4116
"Total domestic sectors";"Not consolidated";"Other volume changes";"2020";-14216;0;0;0;1630;0;59;1571;0;1571;-7;-8;1;2865;3585;-720;16116;16069;0;16069;0;47;0;47;-34439;-39;0;-34400;-34400;0;0;0;0;-142;-142;-142;0;0;-239;0;-239;-9728;0;;0;0;0;0;0;0;0;21674;0;21674;-935;-389;-546;4190;4190;0;8790;-4600;0;0;0;-34408;-8;0;-34400;-34400;0;0;0;0;0;0;0;0;0;-249;0;-249;-4488
"Total domestic sectors";"Not consolidated";"Other volume changes";"2021";47213;0;0;0;0;0;0;0;0;0;-27;-21;-6;98950;20544;78406;-51902;-51897;-29;-70864;18996;-5;-5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;192;0;192;50013;0;;0;0;0;0;0;0;0;10;0;10;99008;20541;78467;-49197;-49197;-146419;94291;2931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;192;0;192;-2800
"Total domestic sectors";"Not consolidated";"Other volume changes";"2022";18913;0;0;0;0;0;0;0;0;0;-80;-20;-60;386;-136;522;7137;6976;1552;5379;45;161;161;0;11500;0;0;11500;11500;0;0;0;0;0;0;0;0;0;-30;-1;-29;18027;0;;0;0;0;0;0;0;0;-6;0;-6;402;-136;538;6164;6164;68;6096;0;0;0;0;11500;0;0;11500;11500;0;0;0;0;0;0;0;0;0;-33;-4;-29;886
"Total domestic sectors";"Not consolidated";"Other volume changes";"2023";-2478;0;0;0;-330;0;-120;-210;0;-210;-307;-72;-235;-25490;14873;-40363;21805;23112;143;22937;32;-1307;598;-1905;0;0;0;0;0;0;0;0;0;-26;-26;0;-26;0;1870;-10;1880;12189;0;;0;0;0;0;0;0;0;0;0;0;-23008;13730;-36738;33424;33424;0;33424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1773;-68;1841;-14667
