"Institutional sectors";"Not Consolidated or Consolidated";"Balance sheets and transactions";"Periods";"Assets/Total (million euros)";"Assets/Monetary gold and special drawing rights/Total (million euros)";"Assets/Monetary gold and special drawing rights/Monetary gold (million euros)";"Assets/Monetary gold and special drawing rights/Special drawing rights (SDRs) (million euros)";"Assets/Currency and deposits/Total (million euros)";"Assets/Currency and deposits/Currency (million euros)";"Assets/Currency and deposits/Transferable deposits (million euros)";"Assets/Currency and deposits/Savings deposits and other deposits/Total (million euros)";"Assets/Currency and deposits/Savings deposits and other deposits/Savings deposits (million euros)";"Assets/Currency and deposits/Savings deposits and other deposits/Other deposits (million euros)";"Assets/Debt securities/Total (million euros)";"Assets/Debt securities/Short-term securities (million euros)";"Assets/Debt securities/Long-term securities (million euros)";"Assets/Loans/Total (million euros)";"Assets/Loans/Short-term loans (million euros)";"Assets/Loans/Long-term loans (million euros)";"Assets/Equity and investment fund shares/Total (million euros)";"Assets/Equity and investment fund shares/Equity/Total (million euros)";"Assets/Equity and investment fund shares/Equity/Listed shares (million euros)";"Assets/Equity and investment fund shares/Equity/Unlisted shares (million euros)";"Assets/Equity and investment fund shares/Equity/Other equity (million euros)";"Assets/Equity and investment fund shares/Investment fund shares or units/Total (million euros)";"Assets/Equity and investment fund shares/Investment fund shares or units/Money market fund (MMF) shares or units  (million euros)";"Assets/Equity and investment fund shares/Investment fund shares or units/Non-MMF investment fund shares/units (million euros)";"Assets/Insurance and pension schemes/Total (million euros)";"Assets/Insurance and pension schemes/Non-life insurance technical reserves (million euros)";"Assets/Insurance and pension schemes/Life insurance and annuity entitlements (million euros)";"Assets/Insurance and pension schemes/Pension entitlements and claims/Total (million euros)";"Assets/Insurance and pension schemes/Pension entitlements and claims/Pension entitlements (mln euro)";"Assets/Insurance and pension schemes/Pension entitlements and claims/Other claims/Total (mln euro)";"Assets/Insurance and pension schemes/Pension entitlements and claims/Other claims/Claims on pension managers (mln euro)";"Assets/Insurance and pension schemes/Pension entitlements and claims/Other claims/Rights on non-pension entitlements (mln euro)";"Assets/Insurance and pension schemes/Provisions for calls under guarantees (million euros)";"Assets/Fin. derivatives, employee stock options/Total (million euros)";"Assets/Fin. derivatives, employee stock options/Financial derivatives/Total (million euros)";"Assets/Fin. derivatives, employee stock options/Financial derivatives/Options (million euros)";"Assets/Fin. derivatives, employee stock options/Financial derivatives/Forwards (million euros)";"Assets/Fin. derivatives, employee stock options/Employee stock options (million euros)";"Assets/Other accounts receivable/payable/Total (million euros)";"Assets/Other accounts receivable/payable/Trade credits and advances (million euros)";"Assets/Other accounts receivable/payable/Other receivable/payable (million euros)";"Liabilities/Totaal (million euros)";"Liabilities/Monetary gold and special drawing rights/Total (million euros)";"Liabilities/Monetary gold and special drawing rights/Monetary gold (million euros)";"Liabilities/Monetary gold and special drawing rights/Special drawing rights (SDRs) (million euros)";"Liabilities/Currency and deposits/Total (million euros)";"Liabilities/Currency and deposits/Currency (million euros)";"Liabilities/Currency and deposits/Transferable deposits (million euros)";"Liabilities/Currency and deposits/Savings deposits and other deposits/Total (million euros)";"Liabilities/Currency and deposits/Savings deposits and other deposits/Savings deposits (million euros)";"Liabilities/Currency and deposits/Savings deposits and other deposits/Other deposits (million euros)";"Liabilities/Debt securities/Total (million euros)";"Liabilities/Debt securities/Short-term securities (million euros)";"Liabilities/Debt securities/Long-term securities (million euros)";"Liabilities/Loans/Total (million euros)";"Liabilities/Loans/Short-term loans (million euros)";"Liabilities/Loans/Long-term loans (million euros)";"Liabilities/Equity and investment fund shares/Total (million euros)";"Liabilities/Equity and investment fund shares/Equity/Total (million euros)";"Liabilities/Equity and investment fund shares/Equity/Listed shares (million euros)";"Liabilities/Equity and investment fund shares/Equity/Unlisted shares (million euros)";"Liabilities/Equity and investment fund shares/Equity/Other equity (million euros)";"Liabilities/Equity and investment fund shares/Investment fund shares or units/Total (million euros)";"Liabilities/Equity and investment fund shares/Investment fund shares or units/Money market fund (MMF) shares or units (million euros)";"Liabilities/Equity and investment fund shares/Investment fund shares or units/Non-MMF investment fund shares/units (million euros)";"Liabilities/Insurance, pension and guarantee schemes/Total (million euros)";"Liabilities/Insurance, pension and guarantee schemes/Non-life insurance technical reserves (million euros)";"Liabilities/Insurance, pension and guarantee schemes/Life insurance and annuity entitlements  (million euros)";"Liabilities/Insurance, pension and guarantee schemes/Pension entitlements and claims/Total (million euros)";"Liabilities/Insurance, pension and guarantee schemes/Pension entitlements and claims/Pension entitlements (mln euro)";"Liabilities/Insurance, pension and guarantee schemes/Pension entitlements and claims/Other claims/Total (mln euro)";"Liabilities/Insurance, pension and guarantee schemes/Pension entitlements and claims/Other claims/Claims on pension managers (mln euro)";"Liabilities/Insurance, pension and guarantee schemes/Pension entitlements and claims/Other claims/Rights on non-pension entitlements (mln euro)";"Liabilities/Insurance, pension and guarantee schemes/Provisions for calls under guarantees (million euros)";"Liabilities/Fin. derivatives, employee stock options/Total (million euros)";"Liabilities/Fin. derivatives, employee stock options/Financial derivatives/Total (million euros)";"Liabilities/Fin. derivatives, employee stock options/Financial derivatives/Options (million euros)";"Liabilities/Fin. derivatives, employee stock options/Financial derivatives/Forwards (million euros)";"Liabilities/Fin. derivatives, employee stock options/Employee stock (million euros)";"Liabilities/Other accounts receivable/payable/Total (million euros)";"Liabilities/Other accounts receivable/payable/Trade credits and advances (million euros)";"Liabilities/Other accounts receivable/payable/Other receivable/payable (million euros)";"Net worth (million euros)"
"Total domestic sectors";"Not consolidated";"Other volume changes";"2024";-18472;0;0;0;-1839;0;-1928;89;0;89;-577;-2268;1691;2455;9410;-6955;-18742;-18425;-25393;2890;4078;-317;14;-331;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;231;-24022;0;;0;0;0;0;0;0;0;-10820;0;-10820;-25;-98;73;-13416;-13416;4153;-17569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;239;10;229;5550
"Total domestic sectors";"Not consolidated";"Other volume changes";"2025*";3629;0;0;0;-7306;0;0;-7306;0;-7306;-178;-37;-141;7142;7170;-28;1880;2049;-190;1977;262;-169;-42;-127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2091;0;2091;2592;0;;0;0;0;0;0;0;0;-1;0;-1;-127;-80;-47;629;629;36;593;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2091;0;2091;1037
"Total domestic sectors";"Not consolidated";"Other volume changes";"2026 1st quarter*";-4205;0;0;0;-1130;0;-1130;0;0;0;-38;0;-38;-2816;-2759;-57;-221;-143;-24;-134;15;-78;-1;-77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-4069;0;;0;-1130;0;-1130;0;0;0;0;0;0;-2803;-2759;-44;-136;-136;-2;-134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-136
"Total domestic sectors";"Not consolidated";"Other volume changes";"2026 2nd quarter*";10723;0;0;0;-217;0;-217;0;0;0;21;0;21;-4557;1464;-6021;15476;15534;75;15468;-9;-58;4;-62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10760;0;;0;-217;0;-217;0;0;0;0;0;0;-4550;-225;-4325;15527;15527;0;15527;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-37
"Total domestic sectors";"Not consolidated";"Closing balance sheet";"2015";16216753;25215;19213;6002;1495762;16758;565874;913130;341177;571953;1266850;37455;1229395;4563208;1550779;3012429;6343088;5344516;593885;4639073;111558;998572;50375;948197;1533194;47171;143259;1342680;1332230;10450;7704;2746;84;511447;510977;59526;451451;470;477989;176191;301798;16024705;6158;;6158;1628950;57244;740083;831623;333314;498309;1878247;101816;1776431;4077513;1383275;2694238;5889798;5130165;839156;3870700;420309;759633;9910;749723;1529288;42302;143259;1343643;1333193;10450;7704;2746;84;488985;488515;56233;432282;470;525766;157960;367806;192048
"Total domestic sectors";"Not consolidated";"Closing balance sheet";"2016";17412074;27383;21662;5721;1601477;15384;581904;1004189;347183;657006;1334250;46874;1287376;4743032;1550169;3192863;7012464;5916686;685602;5095799;135285;1095778;48696;1047082;1667012;42097;143867;1480961;1468191;12770;8789;3981;87;526541;526038;68067;457971;503;499915;185543;314372;17127647;6172;;6172;1760581;59483;795234;905864;339431;566433;1947387;112804;1834583;4188811;1361649;2827162;6533168;5696926;983148;4272913;440865;836242;7580;828662;1663709;40621;142467;1480534;1467764;12770;8789;3981;87;490669;490166;65962;424204;503;537150;168892;368258;284427
"Total domestic sectors";"Not consolidated";"Closing balance sheet";"2017";17622943;26626;21305;5321;1667703;14633;614679;1038391;350494;687897;1327998;50723;1277275;4770373;1541494;3228879;7260435;6098145;737221;5219606;141318;1162290;54166;1108124;1649727;38234;134538;1476863;1461001;15862;12389;3473;92;421290;420812;68858;351954;478;498791;191206;307585;17325774;5756;;5756;1764977;61827;814439;888711;343355;545356;1832514;109672;1722842;4335187;1468569;2866618;6804911;5909761;1092729;4474897;342135;895150;6427;888723;1642390;36166;133158;1472974;1457112;15862;12389;3473;92;383630;383152;66277;316875;478;556409;176023;380386;297169
"Total domestic sectors";"Not consolidated";"Closing balance sheet";"2018";17406207;27777;22069;5708;1656963;14384;605055;1037524;356578;680946;1344479;47160;1297319;4791582;1461294;3330288;7035300;5896054;667437;5069334;159283;1139246;60502;1078744;1686986;36920;122301;1527674;1513120;14554;9973;4581;91;386519;386040;86077;299963;479;476601;194721;281880;17008470;5895;;5895;1755655;64985;818607;872063;351410;520653;1858630;116225;1742405;4309756;1426741;2883015;6555699;5688733;921949;4431426;335358;866966;6022;860944;1681222;36654;120961;1523516;1508962;14554;9973;4581;91;339177;338698;76283;262415;479;502436;181122;321314;397737
"Total domestic sectors";"Not consolidated";"Closing balance sheet";"2019";18527717;32828;26733;6095;1657734;14918;600945;1041871;369337;672534;1409590;49979;1359611;4757508;1495091;3262417;7714417;6431372;841698;5414122;175552;1283045;60334;1222711;1946854;38690;134580;1773486;1757412;16074;10432;5642;98;521332;520858;86130;434728;474;487454;192059;295395;17962483;5989;;5989;1727018;70029;782182;874807;363403;511404;1934566;108518;1826048;4214357;1409649;2804708;7206662;6217655;1268167;4610536;338952;989007;5705;983302;1940264;38740;133080;1768346;1752272;16074;10432;5642;98;439843;439369;80168;359201;474;493784;180626;313158;565234
"Total domestic sectors";"Not consolidated";"Closing balance sheet";"2020";19020745;35986;30177;5809;1984288;16582;808362;1159344;393556;765788;1454733;83728;1371005;4659618;1400243;3259375;7622980;6270267;928074;5149266;192927;1352713;79755;1272958;2152547;40731;130440;1981284;1969701;11583;9471;2112;92;611982;611593;107031;504562;389;498611;181898;316713;18300806;5726;;5726;2023966;77846;1000597;945523;386801;558722;1987737;101231;1886506;4094115;1332140;2761975;7051717;6015737;1240676;4440168;334893;1035980;6187;1029793;2145139;40896;128863;1975288;1963705;11583;9471;2112;92;482465;482076;99180;382896;389;509941;176551;333390;719939
"Total domestic sectors";"Not consolidated";"Closing balance sheet";"2021";19833880;48619;31692;16927;2147265;19554;927672;1200039;408671;791368;1520749;82110;1438639;4924169;1428712;3495457;8078848;6654521;1074904;5358514;221103;1424327;73163;1351164;2052545;40465;122077;1889907;1872316;17591;14595;2996;96;507075;506625;110125;396500;450;554610;215598;339012;19189746;16353;;16353;2228247;83785;1119186;1025276;400405;624871;2037617;90198;1947419;4213941;1289583;2924358;7654487;6593077;1525976;4706528;360573;1061410;3054;1058356;2045217;40487;120536;1884098;1866507;17591;14595;2996;96;440572;440122;106740;333382;450;553312;198376;354936;644134
"Total domestic sectors";"Not consolidated";"Closing balance sheet";"2022";19338874;50815;33594;17221;2304563;22185;968536;1313842;432336;881506;1247150;67922;1179228;5115113;1577298;3537815;7633739;6488628;927434;5354575;206619;1145111;73931;1071180;1637079;39386;99912;1497665;1484208;13457;13457;0;116;740035;739518;138969;600549;517;610380;239306;371074;18786193;16620;;16620;2248972;85303;1172109;991560;422493;569067;1867405;128390;1739015;4296136;1328551;2967585;7324519;6543268;1191667;5024265;327336;781251;1559;779692;1631258;39377;98598;1493167;1479710;13457;13457;0;116;794281;793764;133978;659786;517;607002;219230;387772;552681
"Total domestic sectors";"Not consolidated";"Closing balance sheet";"2023";19249801;54099;36780;17319;2177972;25194;811309;1341469;464616;876853;1316513;72057;1244456;5083671;1599812;3483859;7599069;6394906;965516;5204527;224863;1204163;102412;1101751;1778549;41751;101055;1635592;1622872;12720;12720;0;151;615544;614956;150967;463989;588;624384;239007;385377;18683870;16177;;16177;2120990;84373;1000671;1035946;449919;586027;1924240;126039;1798201;4214100;1294614;2919486;7358053;6544857;1347384;4846763;350710;813196;1055;812141;1772668;41811;99741;1630965;1618245;12720;12720;0;151;658877;658289;147907;510382;588;618765;215068;403697;565931
"Total domestic sectors";"Not consolidated";"Closing balance sheet";"2024";19961008;66711;49447;17264;2254507;30528;833197;1390782;496890;893892;1404237;77187;1327050;5182463;1606703;3575760;7932343;6663911;1099194;5310962;253755;1268432;79841;1188591;1885387;42552;101169;1741475;1729905;11570;11570;0;191;599693;599036;158753;440283;657;635667;245310;390357;19235682;16668;;16668;2184940;86890;1017284;1080766;478461;602305;1977245;139469;1837776;4248431;1261394;2987037;7666280;6777916;1362277;5055300;360339;888364;1680;886684;1879091;42254;99793;1736853;1725283;11570;11570;0;191;632955;632298;154304;477994;657;630072;224146;405926;725326
"Total domestic sectors";"Not consolidated";"Closing balance sheet";"2025*";20071265;88421;72250;16171;2385896;37064;822233;1526599;536078;990521;1383013;71016;1311997;5289006;1644480;3644526;7952676;6736814;1113821;5343592;279401;1215862;80292;1135570;1700659;43423;97171;1559854;1547692;12162;12162;0;211;614723;614075;192640;421435;648;656871;247400;409471;19512675;15473;;15473;2272192;88604;972178;1211410;513139;698271;2017659;134747;1882912;4322360;1301284;3021076;7834938;6983602;1550657;5061538;371407;851336;2912;848424;1694700;42929;95789;1555771;1543609;12162;12162;0;211;694640;693992;180598;513394;648;660713;228100;432613;558590
"Total domestic sectors";"Not consolidated";"Closing balance sheet";"2026 1st quarter*";20510512;94996;78640;16356;2482062;38224;861297;1582541;544604;1037937;1437266;92636;1344630;5336331;1686355;3649976;7947181;6721896;1061703;5371633;288560;1225285;90041;1135244;1845762;45362;95518;1704666;1693195;11471;11471;0;216;657146;656481;232942;423539;665;709768;251107;458661;19976342;15683;;15683;2368249;87232;1034497;1246520;520943;725577;2040218;165320;1874898;4362587;1324575;3038012;7922838;7069839;1555718;5133415;380706;852999;3171;849828;1839826;44981;94148;1700481;1689010;11471;11471;0;216;723839;723174;213403;509771;665;703102;228338;474764;534170
"Total domestic sectors";"Not consolidated";"Closing balance sheet";"2026 2nd quarter*";20823669;86210;69622;16588;2499783;40264;845061;1614458;557664;1056794;1462303;107820;1354483;5361122;1735764;3625358;8187598;6903751;1127392;5484959;291400;1283847;89434;1194413;1905353;45336;97872;1761924;1749375;12549;12549;0;221;620967;620285;245912;374373;682;700333;258810;441523;20522202;15796;;15796;2379753;88086;1013859;1277808;533895;743913;2091157;175186;1915971;4334335;1324225;3010110;8403652;7491340;1976921;5138855;375564;912312;3164;909148;1899226;44937;96449;1757619;1745070;12549;12549;0;221;684761;684079;226243;457836;682;713522;234915;478607;301467
"The non-financial corporations sector";"Not consolidated";"Opening balance sheet";"2015";2599176;;;;219646;4446;160431;54769;;54769;14030;3492;10538;890071;391943;498128;1253416;1246900;31700;1205216;9984;6516;5135;1381;28169;17173;;10996;0;10996;10996;0;0;5364;5364;792;4572;;188480;150607;37873;3653437;;;;;;;;;;76017;5482;70535;1455946;535417;920529;1907178;1907178;337646;1498654;70878;;;;0;;;0;0;0;0;0;;13921;13556;499;13057;365;200375;129742;70633;-1054261
"The non-financial corporations sector";"Not consolidated";"Opening balance sheet";"2016";2846164;;;;228851;4002;161453;63396;;63396;12311;2182;10129;988622;416371;572251;1389958;1383342;44739;1328032;10571;6616;5131;1485;24216;16974;;7242;0;7242;7242;0;0;7228;7228;589;6639;;194978;155674;39304;3945437;;;;;;;;;;81042;6054;74988;1507804;536410;971394;2141029;2141029;399619;1662514;78896;;;;0;;;0;0;0;0;0;;14115;13756;492;13264;359;201447;133409;68038;-1099273
"The non-financial corporations sector";"Not consolidated";"Opening balance sheet";"2017";3095971;;;;242493;3733;133608;105152;;105152;9197;1195;8002;1083067;429577;653490;1518188;1512733;44827;1453413;14493;5455;2717;2738;27662;19335;;8327;0;8327;8327;0;0;6570;6570;521;6049;;208794;165634;43160;4215228;;;;;;;;;;115515;5677;109838;1550318;520083;1030235;2323114;2323114;417735;1817672;87707;;;;0;;;0;0;0;0;0;;12657;12248;570;11678;409;213624;144681;68943;-1119257
"The non-financial corporations sector";"Not consolidated";"Opening balance sheet";"2018";3198502;;;;254336;3486;144294;106556;;106556;8012;1861;6151;1166395;468002;698393;1519241;1514007;49184;1446010;18813;5234;1703;3531;31413;19424;;11989;0;11989;11989;0;0;4386;4386;313;4073;;214719;170877;43842;4351719;;;;;;;;;;123245;6268;116977;1597975;530402;1067573;2406023;2406023;477362;1831989;96672;;;;0;;;0;0;0;0;0;;7664;7274;331;6943;390;216812;151525;65287;-1153217
"The non-financial corporations sector";"Not consolidated";"Opening balance sheet";"2019";3293461;;;;261353;3354;152373;105626;;105626;9006;2724;6282;1180639;461478;719161;1588282;1577445;38561;1515912;22972;10837;6172;4665;29080;19507;;9573;0;9573;9573;0;0;7592;7592;3710;3882;;217509;173998;43511;4379176;;;;;;;;;;130075;3854;126221;1618298;547800;1070498;2402307;2402307;408368;1886732;107207;;;;0;;;0;0;0;0;0;;7124;6716;569;6147;408;221372;156690;64682;-1085715
"The non-financial corporations sector";"Not consolidated";"Opening balance sheet";"2020";3382103;;;;263120;3545;165219;94356;;94356;6134;1170;4964;1207003;451901;755102;1657335;1647257;48017;1572215;27025;10078;4542;5536;31070;21038;;10032;0;10032;10032;0;0;5180;5180;1392;3788;;212261;170303;41958;4590810;;;;;;;;;;135783;4236;131547;1610681;522721;1087960;2614983;2614983;531831;1963279;119873;;;;0;;;0;0;0;0;0;;7753;7333;475;6858;420;221610;155779;65831;-1208707
"The non-financial corporations sector";"Not consolidated";"Opening balance sheet";"2021";3397913;;;;325822;4084;233739;87999;;87999;6608;1111;5497;1210435;432457;777978;1609700;1596240;45419;1519759;31062;13460;7612;5848;31295;22224;;9071;0;9071;9071;0;0;5466;5466;601;4865;;208587;162860;45727;4608804;;;;;;;;;;151612;5288;146324;1605050;499439;1105611;2613503;2613503;535481;1944380;133642;;;;0;;;0;0;0;0;0;;8727;8381;517;7864;346;229912;152111;77801;-1210891
"The non-financial corporations sector";"Not consolidated";"Opening balance sheet";"2022";3897520;;;;381394;4942;283532;92920;;92920;6271;1469;4802;1304919;468693;836226;1914025;1897915;44959;1820936;32020;16110;5506;10604;36868;22673;;14195;0;14195;14195;0;0;9251;9251;564;8687;;244792;194513;50279;5330653;;;;;;;;;;157878;2414;155464;1736049;581598;1154451;3169701;3169701;784782;2231232;153687;;;;0;;;0;0;0;0;0;;8657;8251;515;7736;406;258368;171203;87165;-1433133
"The non-financial corporations sector";"Not consolidated";"Opening balance sheet";"2023";4151387;;;;392539;5579;279343;107617;;107617;7153;2128;5025;1392843;543904;848939;2045378;2028567;35983;1958459;34125;16811;5896;10915;35744;22687;;13057;0;13057;13057;0;0;12615;12615;3405;9210;;265115;215464;49651;5403089;;;;;;;;;;163663;6687;156976;1822381;645844;1176537;3124926;3124926;564153;2399625;161148;;;;0;;;0;0;0;0;0;;10565;10100;390;9710;465;281554;189643;91911;-1251702
"The non-financial corporations sector";"Not consolidated";"Opening balance sheet";"2024";3980193;;;;380521;6402;216059;158060;;158060;7706;2091;5615;1426951;605465;821486;1853249;1833884;36295;1762165;35424;19365;6032;13333;35739;23419;;12320;0;12320;12320;0;0;6667;6667;2034;4633;;269360;213996;55364;5396130;;;;;;;;;;180357;7058;173299;1797976;675252;1122724;3140830;3140830;672258;2296033;172539;;;;0;;;0;0;0;0;0;;6438;5896;284;5612;542;270529;184531;85998;-1415937
"The non-financial corporations sector";"Not consolidated";"Opening balance sheet";"2025*";4079190;;;;399535;7696;226284;165555;;165555;9018;3139;5879;1414333;580310;834023;1939250;1915516;25902;1852489;37125;23734;8388;15346;35674;24504;;11170;0;11170;11170;0;0;7783;7783;1857;5926;;273597;219254;54343;5519037;;;;;;;;;;187301;3670;183631;1797419;659286;1138133;3256872;3256872;652627;2434827;169418;;;;0;;;0;0;0;0;0;;6039;5429;289;5140;610;271406;192421;78985;-1439847
"The non-financial corporations sector";"Not consolidated";"Opening balance sheet";"2026 1st quarter*";4052975;;;;402667;9395;226224;167048;;167048;7523;2700;4823;1401909;583852;818057;1922773;1897638;28106;1830400;39132;25135;7713;17422;37444;25682;;11762;0;11762;11762;0;0;8361;8361;1826;6535;;272298;220462;51836;5640682;;;;;;;;;;184741;2750;181991;1798575;670236;1128339;3378225;3378225;738025;2470466;169734;;;;0;;;0;0;0;0;0;;7019;6426;261;6165;593;272122;194836;77286;-1587707
"The non-financial corporations sector";"Not consolidated";"Opening balance sheet";"2026 2nd quarter*";4091196;;;;399255;9771;217636;171848;;171848;9955;4662;5293;1399086;576598;822488;1953820;1929133;26464;1862204;40465;24687;6605;18082;37788;26717;;11071;0;11071;11071;0;0;9652;9652;1879;7773;;281640;224205;57435;5750812;;;;;;;;;;186524;3547;182977;1816358;681066;1135292;3475014;3475014;808264;2492203;174547;;;;0;;;0;0;0;0;0;;6160;5550;266;5284;610;266756;194640;72116;-1659616
"The non-financial corporations sector";"Not consolidated";"Financial transactions";"2015";195567;;;;6261;-445;-1451;8157;;8157;-1781;-1324;-457;61635;9864;51771;120979;116243;4853;110788;602;4736;4275;461;1169;828;;341;0;341;341;0;0;1281;1281;-3;1284;;6023;4904;1119;202636;;;;;;;;;;1958;191;1767;12174;-14285;26459;188024;188024;11036;170687;6301;;;;11;;;11;0;11;11;0;;16;20;20;;-4;453;3499;-3046;-7069
"The non-financial corporations sector";"Not consolidated";"Financial transactions";"2016";246397;;;;12510;-269;12755;24;;24;-873;-830;-43;85970;7463;78507;132711;124644;2419;118140;4085;8067;6690;1377;2824;2361;;463;0;463;463;0;0;-589;-589;81;-670;;13844;9954;3890;230557;;;;;;;;;;38391;-780;39171;33670;-22109;55779;145987;145987;2644;136513;6830;;;;119;;;119;0;119;119;0;;25;2;2;;23;12365;11299;1066;15840
"The non-financial corporations sector";"Not consolidated";"Financial transactions";"2017";183561;;;;17064;-247;14813;2498;;2498;-981;688;-1669;119173;57861;61312;39821;40412;-2072;38372;4112;-591;-1187;596;385;101;;284;0;284;284;0;0;1715;1715;156;1559;;6384;5529;855;148574;;;;;;;;;;14511;1132;13379;92161;31613;60548;38025;38025;-5532;37019;6538;;;;6;;;6;0;6;6;0;;58;72;72;;-14;3813;7121;-3308;34987
"The non-financial corporations sector";"Not consolidated";"Financial transactions";"2018";47590;;;;5883;-132;7363;-1348;;-1348;1080;858;222;2947;-9849;12796;32192;27088;-6816;29825;4079;5104;4199;905;206;83;;123;0;123;123;0;0;2713;2713;2178;535;;2569;3028;-459;27375;;;;;;;;;;12721;-2574;15295;5773;14527;-8754;4104;4104;-42109;38091;8122;;;;13;;;13;0;13;13;0;;59;62;62;;-3;4705;5133;-428;20215
"The non-financial corporations sector";"Not consolidated";"Financial transactions";"2019";62301;;;;1040;191;12354;-11505;;-11505;-2929;-1617;-1312;23767;-11522;35289;48318;48777;223;44501;4053;-459;-1284;825;1642;1531;;111;0;111;111;0;0;-4099;-4099;-3582;-517;;-5438;-3908;-1530;45829;;;;;;;;;;5478;382;5096;-12103;-27362;15259;52380;52380;-16569;58922;10027;;;;79;;;79;0;79;79;0;;15;-10;-10;;25;-20;-1180;1160;16472
"The non-financial corporations sector";"Not consolidated";"Financial transactions";"2020";84284;;;;28805;539;34607;-6341;;-6341;879;-56;935;16688;-15918;32606;41878;38926;-2131;37020;4037;2952;3060;-108;1642;1186;;456;0;456;456;0;0;-2031;-2031;-833;-1198;;-3577;-7443;3866;51627;;;;;;;;;;14934;1056;13878;-8085;-18867;10782;36232;36232;-77970;106235;7967;;;;24;;;24;0;24;24;0;;5;-4;-4;;9;8517;-3475;11992;32657
"The non-financial corporations sector";"Not consolidated";"Financial transactions";"2021";196401;;;;51291;858;46335;4098;;4098;616;391;225;20357;15125;5232;85978;83942;-2766;90805;-4097;2036;-2194;4230;566;449;;117;0;117;117;0;0;2086;2086;-7;2093;;35507;31566;3941;152938;;;;;;;;;;7544;-2784;10328;42286;48253;-5967;74867;74867;35628;26516;12723;;;;23;;;23;0;23;23;0;;44;0;0;;44;28174;19095;9079;43463
"The non-financial corporations sector";"Not consolidated";"Financial transactions";"2022";165761;;;;9149;637;-5342;13854;;13854;1328;694;634;74855;74615;240;59938;59256;-1095;59056;1295;682;67;615;69;15;;54;0;54;54;0;0;282;282;2683;-2401;;20140;20807;-667;51646;;;;;;;;;;20217;4287;15930;74738;60008;14730;-66753;-66753;-24811;26987;-68929;;;;80;;;80;0;80;80;0;;142;68;68;;74;23222;18475;4747;114115
"The non-financial corporations sector";"Not consolidated";"Financial transactions";"2023";36351;;;;-9918;823;-61824;51083;;51083;568;-53;621;48606;53470;-4864;-8479;-10329;391;-10743;23;1850;132;1718;781;732;;49;0;49;49;0;0;416;416;-866;1282;;4377;-1371;5748;3068;;;;;;;;;;8978;342;8636;31599;30816;783;-26991;-26991;-21917;-14148;9074;;;;101;;;101;0;101;101;0;;-185;-258;-258;;73;-10434;-4506;-5928;33283
"The non-financial corporations sector";"Not consolidated";"Financial transactions";"2024";57306;;;;17750;1294;8665;7791;;7791;1096;803;293;-16744;-26616;9872;48132;45372;-3480;47150;1702;2760;1990;770;1091;1085;;6;0;6;6;0;0;1825;1825;-35;1860;;4156;5274;-1118;21320;;;;;;;;;;-2248;-5384;3136;-6102;-18640;12538;28340;28340;-7266;40277;-4671;;;;445;;;445;0;445;445;0;;-17;-15;-15;;-2;902;7993;-7091;35986
"The non-financial corporations sector";"Not consolidated";"Financial transactions";"2025*";53123;;;;7927;1699;3213;3015;;3015;-1093;-573;-520;-1664;7251;-8915;48109;46274;-3644;48365;1553;1835;535;1300;1195;1178;;17;0;17;17;0;0;-202;-202;25;-227;;-1149;1293;-2442;17996;;;;;;;;;;2826;-973;3799;12648;15548;-2900;1624;1624;-9544;8968;2200;;;;192;;;192;0;192;192;0;;9;12;12;;-3;697;2393;-1696;35127
"The non-financial corporations sector";"Not consolidated";"Financial transactions";"2026 1st quarter*";33958;;;;-3972;376;-9045;4697;;4697;2285;1884;401;-3115;-7315;4200;28051;28790;-66;28165;691;-739;-1257;518;1039;1035;;4;0;4;4;0;0;330;330;33;297;;9340;3750;5590;20810;;;;;;;;;;4324;784;3540;16907;10193;6714;4914;4914;-50;4243;721;;;;40;;;40;0;40;40;0;;19;21;21;;-2;-5394;-223;-5171;13148
"The non-financial corporations sector";"Not consolidated";"Financial transactions";"2026 2nd quarter*";34929;;;;15660;586;15672;-598;;-598;-432;-161;-271;65;10274;-10209;11932;11570;160;10952;458;362;-468;830;689;685;;4;0;4;4;0;0;-312;-312;9;-321;;7327;6806;521;40634;;;;;;;;;;4439;1644;2795;13845;18613;-4768;15883;15883;837;12471;2575;;;;40;;;40;0;40;40;0;;9;11;11;;-2;6418;5909;509;-5705
"The non-financial corporations sector";"Not consolidated";"Other changes";"2015";51421;;;;2944;1;2473;470;;470;62;14;48;36916;14564;22352;15563;20199;8186;12028;-15;-4636;-4279;-357;-5122;-1027;;-4095;0;-4095;-4095;0;0;583;583;-200;783;;475;163;312;89364;;;;;;;;;;3067;381;2686;39684;15278;24406;45827;45827;50937;-6827;1717;;;;-11;;;-11;0;-11;-11;0;;178;180;-27;207;-2;619;168;451;-37943
